_id,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
262,SHEN-AP5NAA,Softball City Extra Innings - Sport & Grill,2201 148 St,Surrey,Restaurant,49.04327393,-122.81479645
263,GEDS-5YFNWJ,Malaysian Hut Restaurant,14727 108 Ave,Surrey,Restaurant,49.1988945,-122.81445313
264,PNEL-8SNLX7,Texx Big Burger,14783 108 Ave,Surrey,Restaurant,49.19887924,-122.81312561
265,NDAA-9YQU3K,Lee's Express Chinese Food,9181 148 St,Surrey,Restaurant,49.16969299,-122.81243134
266,NDAA-9RFNPY,Bonny Castle Childrens Center,10706 148 St,Surrey,Restaurant,49.19706726,-122.81210327
267,ACAK-8XGSTR,Guildford Pizza & Pasta,10790 148 St,Surrey,Restaurant,49.19814301,-122.81225586
268,SPLH-9KJSG4,Momotaro Japanese Restaurant,3189 King George Blvd,Surrey,Restaurant,49.05963898,-122.81161499
269,A017441    ,Classic OP Pizza,3189 King George Blvd,Surrey,Restaurant,49.05963898,-122.81161499
270,MARO-AZ3TU9,Choices Market (#787) - Deli,3248 King George Blvd,Surrey,Restaurant,49.06103134,-122.81198883
271,GEDS-7J4MNB,Freedom Place,10342 148 St,Surrey,Restaurant,49.19020081,-122.81169891
272,SHEN-AGKQYB,McDonald's #8688,3104 King George Blvd,Surrey,Restaurant,49.05869293,-122.80918121
273,NDAA-9GUN4K,Sportica's Excellent Ice - Snack Bar,15000 54A Ave,Surrey,Restaurant,49.10157776,-122.80802155
274,HCAR-B93S2H,Cora Breakfast and Lunch (Surrey),15133 No 10 Hwy,Surrey,Restaurant,49.10516994,-122.80578608
275,SHEN-AP5PB8,Kaffina Coffee,2950 King George Blvd,Surrey,Restaurant,49.05568314,-122.80555725
276,HCAR-BCUQXS,Okonomiyaki Pon,2950 King George Blvd,Surrey,Restaurant,49.05568314,-122.80555725
277,A019462    ,Come Share Centre (26th Ave),15008 26 Ave,Surrey,Restaurant,49.04891968,-122.80419922
278,ACAK-9BETPK,Migoto Sushi/Guildford,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
279,NDAA-9BHRSB,A&W #749,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
280,HCAR-BEUST8,Chachi's Sandwiches at Guildford Town Centre,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
281,SHEN-BBWR8Q,The Pantry Restaurant #04,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
282,NDAA-9QTQG2,Edo Japan,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
283,KSMH-ARJTF9,COBS Bread (Guildford Town Centre),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
284,SHEN-B5KUMV,Famoso Neapolitan Pizzeria,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
285,HCAR-B9JUC2,Seriously Good Catering (Peace Portal Alliance Church),15128 27B Ave,Surrey,Restaurant,49.05269623,-122.80344391
286,PNEL-6HRRVX,Peace Portal Alliance Church - Servery,15128 27B Ave,Surrey,Restaurant,49.05269623,-122.80344391
287,GEDS-85MNT9,White Spot #651,15157 No 10 Hwy,Surrey,Restaurant,49.10533058,-122.80273842
288,HCAR-B93S8S,Blenz Guildford Recreation Centre,15105 105 Ave,Surrey,Restaurant,49.19341278,-122.80253601
289,A014724    ,Starbucks Coffee #4406,3061 152 St,Surrey,Restaurant,49.05755997,-122.80210114
290,PNEL-8RHMTB,Bharat Sweets & Restaurant,15166 Fraser Hwy,Surrey,Restaurant,49.16628647,-122.80239105
291,GEDS-7MU2N7,Murchie's Tea & Coffee,1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
292,PNEL-8RZMFC,Blenz Coffee (152nd),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
293,GEDS-7BJQJ5,Dairy Queen #27173,2071 152 St,Surrey,Restaurant,49.039619450000004,-122.80145264
294,A019571    ,Newton Girls Softball Concession (Sullivan Park),6272 152 St,Surrey,Restaurant,49.11688232,-122.8007431
295,A018362    ,Guildford Golf & Country Club Concession,7929 152 St,Surrey,Restaurant,49.14458466,-122.80138397
296,HPAR-9ZZTHE,Circle K Store #11156,10020 152nd St,Surrey,Restaurant,49.18460091,-122.80059474
297,HCAR-BJAVC6,Red Robin Gourmet Burgers (Guildford),10237 152 St,Surrey,Restaurant,49.18841553,-122.80130005
298,GEDS-6A2PN7,Tim Hortons #2608,10320 152 St,Surrey,Restaurant,49.19010925,-122.80059814
299,HCAR-BJTP2Z,Pho Hoa Restaurant,1724 152 St,Surrey,Restaurant,49.03325272,-122.80094147
300,GEDS-6U4TBQ,Pizza Hut #31106,1738 152 St,Surrey,Restaurant,49.03363419,-122.80104828
301,HCAR-BMJL3F,Boston Pizza #62,1956 152nd St,Surrey,Restaurant,49.03760224,-122.80095989
302,NDAA-A67QA4,Quiznos Sub #7833,2670 152 St,Surrey,Restaurant,49.05026627,-122.80093384
303,SHEN-APFUUQ,Cooking Secret Restaurant,2982 152 St,Surrey,Restaurant,49.05569839,-122.80091095
304,HCAR-BD3QD4,Pizza Empire,2982 152 St,Surrey,Restaurant,49.05569839,-122.80091095
305,NDAA-9QXQR7,Cefa Early Learning,5446 152 St,Surrey,Restaurant,49.1013298,-122.80073547
306,HCAR-BEFNCD,Rocky Mountain Flatbread Co,5570 152 St,Surrey,Restaurant,49.10346603,-122.80067444
307,GEDS-6J6MB7,Guildford Sushi House,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
308,GEDS-7FATXC,Ruben's Restaurant,15282 Fraser Hwy,Surrey,Restaurant,49.16501617,-122.79908752
309,A019565    ,On Yuen Chinese Restaurant,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
310,HCAR-AW6SGS,RoDem Korea,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
311,SWOD-AMVU3K,The Modern General Store Inc,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333542,-122.798172
312,A018898    ,Royal Oak Pizza and Steak House,15336 Fraser Hwy,Surrey,Restaurant,49.16437531,-122.7976532
313,HCAR-BGBPER,Amica White Rock - Food Service,15333 16 Ave,Surrey,Restaurant,49.03132629,-122.797966
314,HCAR-BGCT83,Teamo,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
315,GEDS-78JP6B,Booster Juice (Surrey),15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
316,GEDS-82GN63,Academics preKindergarten,15300 Croydon Dr,Surrey,Restaurant,49.05992889,-122.79803467
317,A016834    ,Guildford Station Pub,10176 154 St,Surrey,Restaurant,49.18758774,-122.79506683
318,GEDS-7KFM8D,Red Rose Restaurant,2381 King George Blvd,Surrey,Restaurant,49.04478836,-122.79414368
319,NDAA-9DGPS6,Whitecliff Residence Foods Services,15501 16 Ave,Surrey,Restaurant,49.0312767,-122.79307556
320,RORS-63ZMXY,Assini Pizza Restaurant Ltd,15551 Fraser Hwy,Surrey,Restaurant,49.16241837,-122.79125977
321,HCAR-BMFNK2,Ricky's Country Restaurant (King George Blvd),2160 King George Blvd,Surrey,Restaurant,49.0414101,-122.78780138
322,A020247    ,Morgan Creek Golf Course - Snack Bar,3500 Morgan Creek Way,Surrey,Restaurant,49.06494904,-122.78195953
323,A020246    ,Morgan Creek Golf Course - Lounge,3500 Morgan Creek Way,Surrey,Restaurant,49.06494904,-122.78195953
324,HCAR-AW72DJ,Fresh Street Market - Deli,15930 Fraser Hwy,Surrey,Restaurant,49.15706635,-122.78188324
325,SWOD-AQFQD7,Scott's 96 Pizza,15932 96 Ave,Surrey,Restaurant,49.17674637,-122.78082275
326,SHEN-B7BQ5V,Roadhouse Social Lounge,1781 King George Blvd,Surrey,Restaurant,49.03425598,-122.78005219
327,GEDS-7SDM3H,Wok Box (Grandview Corners),2285 160 St,Surrey,Restaurant,49.04321289,-122.78006744
328,NDAA-AN9QFX,Wendy's #12,15959 Fraser Hwy,Surrey,Restaurant,49.15824127,-122.7793045
329,SPLH-9KKTA9,Subway #60205,2525 160 St,Surrey,Restaurant,49.04756927,-122.77952576
330,SPLH-AV62J6,Popeye's Supplements (Surrey),16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
331,SPLH-9P8MJG,CEFA - Fleetwood,16050 Fraser Hwy,Surrey,Restaurant,49.15664673,-122.77745056
332,HCAR-B6KRT3,Pho Hung Restaurant (Surrey),16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
333,HCAR-B8BVF7,Nutri-Dough Pizza,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
334,SHEN-AZ7MAQ,Big Star Sandwich Co (24th Ave),16050 24 Ave,Surrey,Restaurant,49.04470444,-122.77767944
335,SHEN-AU2Q9Y,Islands Cafe,16041 24 Ave,Surrey,Restaurant,49.0463028,-122.77770233
336,SHEN-APFUB3,S & L Kitchen & Bar South Surrey,16051 24 Ave,Surrey,Restaurant,49.04582596,-122.77749634
337,SWOD-AETSW7,Bento Nouveau,2332 160 St,Surrey,Restaurant,49.04383087,-122.77640533
338,A016687    ,Turkey House & Deli,1433 King George Blvd,Surrey,Restaurant,49.02808762,-122.77243042
339,GEDS-6E3N2T,Crescent Gardens Food Service,1222 King George Blvd,Surrey,Restaurant,49.02445221,-122.7667923
340,SHEN-AGNP8P,Darbar Sri Guru Granth Sahibji Surrey,8820 168 St,Surrey,Restaurant,49.16347504,-122.75631714
341,SHEN-AZMPT4,Tynehead Esso - Tim Hortons #6352,16815 96 Ave,Surrey,Restaurant,49.17726517,-122.75585938
342,HCAR-B8RUZG,Flying Cup Coffee & Dessert,10422 168 St,Surrey,Restaurant,49.19205856,-122.7562561
343,SWOD-APSP3X,104 Sushi & Co.,10422 168 St,Surrey,Restaurant,49.19205856,-122.7562561
344,A019654    ,Peace Portal Golf Course Lounge,16900 4 Ave,Surrey,Restaurant,49.00906754,-122.75300598
345,A019528    ,Peace Portal Golf Course Restaurant,16900 4 Ave,Surrey,Restaurant,49.00906754,-122.75300598
346,A016764    ,Royal Canadian Legion Branch #6 Kitchen,17567 57 Ave,Surrey,Restaurant,49.10616684,-122.73640442
347,SDFO-886NQ3,Bennett Craft & Kitchen,187 176 St,Surrey,Restaurant,49.00522995,-122.73581696
348,NDAA-9C5T5J,Tim Hortons #4373 Country Woods,3233 176 St,Surrey,Restaurant,49.06053543,-122.73584747
349,SDFO-8LML24,Panago #80,5669 176A St,Surrey,Restaurant,49.10533524,-122.73387909
350,GEDS-69UQZB,Dragon Village Restaurant,5678 176 St,Surrey,Restaurant,49.10560989,-122.7347641
351,SWOD-AF3Q48,Hansel Deli,5804 176 St,Surrey,Restaurant,49.10792542,-122.73477173
352,NDAA-8R8V4H,Boston Pizza #020,6486 176 St,Surrey,Restaurant,49.12017059,-122.73455811
353,SDFO-8KTTGY,Salty's Fish & Chips,17750 56 Ave,Surrey,Restaurant,49.10394287,-122.73042297
354,ACAK-96MPND,Elements Casino - Foodies,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
355,A018613    ,A&W #0662,17830 56 Ave,Surrey,Restaurant,49.10399628,-122.72846985
356,NDAA-ALUNEN,HappyCakes CupCakes & More,18640 Fraser Hwy,Surrey,Restaurant,49.12546158,-122.70609283
357,GEDS-76LQ6B,Tim Hortons #3077,18682 Fraser Hwy,Surrey,Restaurant,49.1245842,-122.70441437
358,GEDS-6MFQTB,Subway #23526,18775 Fraser Hwy,Surrey,Restaurant,49.12479401,-122.70209503
359,A020208    ,Path to Freedom Treatment Centre,19030 56 Ave,Surrey,Restaurant,49.1042099,-122.69551086
360,MARO-B37PB7,Quesada #148,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
361,HCAR-AUXPC5,Ambros Subway,19188 72 Ave,Surrey,Restaurant,49.13346481,-122.6915741
362,KSMH-ASJPMA,Baron's Manor Pub,9568 192 St,Surrey,Restaurant,49.17632294,-122.69012451
363,GEDS-85SR8F,Tim Hortons #3676,19218 96 Ave,Surrey,Restaurant,49.17677689,-122.69007874
364,SPLH-ARZV5U,Black Tiger Coffee Co,19255 Fraser Hwy,Surrey,Restaurant,49.11894608,-122.68943024
365,HCAR-BD2P37,Tian Tian Restaurant,19289 No 10 Hwy,Surrey,Restaurant,49.1055069,-122.68824768
366,SHEN-B32QLT,Panago Pizza #34,7310 120 St,Surrey,Restaurant,49.13578796,-122.89000702
367,SHEN-A7GVK6,Curry & Kabab Indian Cuisine,7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
368,A020395    ,Sachdeva Sweets & Restaurant,7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
369,HCAR-BM4PHM,Purple Tulip,8140 120th St,Surrey,Restaurant,49.15114002,-122.89006646
370,NDAA-9P9TD5,Taco Time (120th St),8942 120 St,Surrey,Restaurant,49.16539001,-122.89007568
371,HCAR-BCUPTK,Namdhari's Punjabi Spice,9172 120 St,Surrey,Restaurant,49.16998291,-122.88999176
372,SDFO-8LQSRL,Thai By Thai Restaurant,9164 120 St,Surrey,Restaurant,49.16981125,-122.8899765
373,HCAR-AU9V4X,Hot Millions Pizza & Cafe,9200 120 St,Surrey,Restaurant,49.17059326,-122.89001465
374,GEDS-7MMUPB,Pizza 24 (Surrey),9514 120 St,Surrey,Restaurant,49.17605209,-122.88986969
375,GEDS-7QXLV4,Popular Fish House,9532 120 St,Surrey,Restaurant,49.17628479,-122.88986206
376,MARO-AWVP8R,Oh So Sweet Sugar Boutique,12101 72 Ave,Surrey,Restaurant,49.1350174,-122.88764191
377,HHIN-BBXPFN,Crescent Supermarket Ltd. - Meat Dept.,12074 96 Ave,Surrey,Restaurant,49.17699051,-122.88774109
378,GEDS-7E5PJ5,Fish Net #1,12211 Beecher St,Surrey,Restaurant,49.05259323,-122.88368225
379,A018553    ,Fong's Eatery,12308 Beecher St,Surrey,Restaurant,49.05281067,-122.88084412
380,GEDS-6732QE,Shree Sanata Dharam Sabha (Fiji) of BC,8473 124 St,Surrey,Restaurant,49.15709686,-122.87944794
381,GEDS-66Z2DP,Khalsa School Cafeteria,6933 124 St,Surrey,Restaurant,49.12960434,-122.87927246
382,SPLH-ASHT5Z,Haryana Sweets & Catering Service,12448 82 Ave,Surrey,Restaurant,49.15185165,-122.87780762
383,SHEN-9TFPMS,Barcelos Chicken,12499 88 Ave,Surrey,Restaurant,49.16335678,-122.87666321
384,SHEN-AGKNPK,Pizza Hut #31152,12477 88 Ave,Surrey,Restaurant,49.16395187,-122.87705231
385,SWOD-AG5UGV,"Green Indian Cuisine, Pizza & Sweets",12565 88 Ave,Surrey,Restaurant,49.16401672,-122.87477875
386,SHEN-B5KRFP,Vegan Pizza House,11267 125A St,Surrey,Restaurant,49.2073822,-122.87468719
387,GEDS-6D8TJW,Gulberg Tandoor & Donair,12578 72 Ave,Surrey,Restaurant,49.13327408,-122.87416077
388,HCAR-BCSTPX,Royal Curry Restaurant & Sweets,12588 72 Ave,Surrey,Restaurant,49.13370895,-122.87384033
389,SDFO-89RTBJ,Tim Hortons (Surrey Campus),12666 72 Ave,Surrey,Restaurant,49.13362122,-122.87132263
390,ACAK-98UPSS,Bridgeview Community Centre,11475 126A St,Surrey,Restaurant,49.21140671,-122.8710556
391,SHEN-9Z3L58,Java Hut Cafe,7728 128 St,Surrey,Restaurant,49.14276505,-122.86766815
392,A019423    ,Grand Taj Banquet Centre,8388 128 St,Surrey,Restaurant,49.15488815,-122.86769867
393,HCAR-AWERFN,Mezbaan (Indo Chinese Food),12790 96 Ave,Surrey,Restaurant,49.17702866,-122.86846161
394,KSMH-AK2REG,Ethical Addiction,1558 128 St,Surrey,Restaurant,49.03060532,-122.86736298
395,A019364    ,Delitalia Fine Foods,1629 128 St,Surrey,Restaurant,49.03178024,-122.86773682
396,JCOE-67H9B8,Starbucks Coffee #142,1658 128 St,Surrey,Restaurant,49.03233719,-122.86727142
397,GEDS-7V3R4H,Barney's Pizza & Chicken,8140 128 St,Surrey,Restaurant,49.15063477,-122.86732483
398,SPLH-AAAUX2,Royal's Pizza,12837 88 Ave,Surrey,Restaurant,49.16276169,-122.8671875
399,A019866    ,Pak Punjab Sweets & Somosas House,12835 96 Ave,Surrey,Restaurant,49.17731857,-122.86660004
400,SHEN-A85RZ3,Crystal Ball Room/Crystal Banquet Hall,12888 80 Ave,Surrey,Restaurant,49.147994999999995,-122.86605072
401,GEDS-7UDLSN,Maharaja Catering,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
402,SPLH-9P9LLM,Pakwan House,13030 76 Ave,Surrey,Restaurant,49.14081573,-122.86117554
403,GEDS-5ZZMJS,Puccinos,7495 132 St,Surrey,Restaurant,49.13903809,-122.85697174
404,GEDS-5Z6MPG,Canadian Singh Sabha Gurdwara Society,8115 132 St,Surrey,Restaurant,49.15020752,-122.85710907
405,SYOG-5M55P6,St Bernadette Parish Hall,6555 132 St,Surrey,Restaurant,49.12138367,-122.85668182
406,PNEL-8R2MJU,Saggi Sweet & Restaurant,7248 132 St,Surrey,Restaurant,49.13451004,-122.85640717
407,A020029    ,Kwantlen Park Secondary School Cafeteria,10441 132 St,Surrey,Restaurant,49.19221878,-122.85668182
408,S003239    ,Whalley Little League Concession - Major Diamond,13350 105A Ave,Surrey,Restaurant,49.19308472,-122.85269165
409,NDAA-8WQS48,Catering Visions,13375 115 Ave,Surrey,Restaurant,49.21175003,-122.85179138
410,PGOO-63CUDS,Guru Lucky Snacks & Sweets,7660 134 St,Surrey,Restaurant,49.14197159,-122.85095978
411,GEDS-6E8STL,TREES,13479 76 Ave,Surrey,Restaurant,49.1410141,-122.84900665
412,GEDS-66KMAS,Central City Brewing Company,13450 102 Ave,Surrey,Restaurant,49.18791962,-122.84877014
413,SYOG-5M59J9,CRESST South Fraser,13525 98 Ave,Surrey,Restaurant,49.18068695,-122.8476181
414,HCAR-B3WQT7,Potemia,10277 City Pky,Surrey,Restaurant,49.18955231,-122.84788513
415,GEDS-75FV9W,Top King's Chinese Restaurant and Cafe,10294 City Pky,Surrey,Restaurant,49.1897049,-122.84739685
416,GEDS-6KSUZ7,Surrey Catering,10528 City Pky,Surrey,Restaurant,49.19396973,-122.84793854
417,JDSO-ACPLSA,Anjali's Dosa Garden,13560 77 Ave,Surrey,Restaurant,49.14253616,-122.84706116
418,SDFO-8FAUQX,Bear Creek Market (88th Ave),13578 88 Ave,Surrey,Restaurant,49.16252518,-122.84701538
419,HCAR-BG7R7C,Pardesi Sweets and Restaurant,13588 88 Ave,Surrey,Restaurant,49.16252899,-122.84686279
420,SWOD-AHS22K,Koco Espresso,13585 16 Ave,Surrey,Restaurant,49.03142548,-122.84624481
421,PGOO-66GTL6,The Roost,13582 68 Ave,Surrey,Restaurant,49.12607956,-122.84603882
422,NDAA-9GYQWB,Training Day Cafe,8077 King George Blvd,Surrey,Restaurant,49.14945984,-122.84601593
423,HCAR-BKDPLR,Pizza Hub,9436 King George Blvd,Surrey,Restaurant,49.17441177,-122.84552765
424,MMAR-7YMNCT,OPA Souvlaki of Greece (Surrey),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
425,PNEL-8R5UF2,Burger King #18301,10153 King George Hwy,Surrey,Restaurant,49.18592072,-122.84584808
426,GEDS-6HKV3L,KFC #018-004,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
427,A020459    ,Wings Tap And Grill,7124 King George Blvd,Surrey,Restaurant,49.13216782,-122.84503937
428,SHEN-A7WQC8,Kelly's Pub,7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
429,ACAK-97GPH7,Wild Wing,7322 King George Blvd,Surrey,Restaurant,49.13534927,-122.84516144
430,A019329    ,Starbucks Coffee #144,7380 King George Blvd,Surrey,Restaurant,49.13673782,-122.84520721
431,ACAK-8VLMLT,Pho Newton,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
432,KSMH-AU6VQG,Chopped Leaf,9900 King George Hwy,Surrey,Restaurant,49.18235779,-122.84490967
433,NDAA-9P7SJ7,Starbucks Coffee Company #21565,9908 King George Blvd,Surrey,Restaurant,49.18334579,-122.84499359
434,SWOD-AHGU84,Freshslice Pizza - Park Place,9908 King George Hwy,Surrey,Restaurant,49.18334579,-122.84499359
435,A020410    ,Esso Whalley - Tim Hortons,10416 King George Blvd,Surrey,Restaurant,49.19204712,-122.84506989
436,SWOD-AQAKLU,7-ElevenStore and Gas Bar (Canada Store #37875H),10416 King George Blvd,Surrey,Restaurant,49.19204712,-122.84506989
437,HCAR-B6HVDN,Nancy Gerard Building (Site #1),10662 King George Blvd,Surrey,Restaurant,49.19640732,-122.84495544
438,SDFO-8P6URP,Pizza Point,13651 100 Ave,Surrey,Restaurant,49.18442917,-122.84391022
439,SHEN-B55U5J,Mal Li Jang Sung,13648 105A Ave,Surrey,Restaurant,49.19427872,-122.8440094
440,NDAA-9H7NNW,Tasty Donair & Company Inc.,13711 72 Ave,Surrey,Restaurant,49.13375854,-122.84255981
441,A019780    ,Surrey Arts Centre (Bar Concession),13750 88 Ave,Surrey,Restaurant,49.1621666,-122.84241486
442,HCAR-BK5NVL,Laurel Place Food Service,9688 137A St,Surrey,Restaurant,49.17842102,-122.84178162
443,SWOD-A3HQFP,Tomato Shack Pizza,10322 Whalley Blvd,Surrey,Restaurant,49.19020081,-122.84170532
444,NDAA-A4VRMG,Bharat Parmar Sweet Shop & Restaurant,13745 72 Ave,Surrey,Restaurant,49.13376617,-122.84112549
445,GEDS-6U4Q7U,Pizza Hut #31123,13753 72 Ave,Surrey,Restaurant,49.13376999,-122.8405838
446,SHEN-9YPQN6,Don Chepe's Restaurant,13780 104 Ave,Surrey,Restaurant,49.19140625,-122.84050751
447,NDAA-93ARHG,An Pho Vietnamese Restaurant,13784 104 Ave,Surrey,Restaurant,49.19140625,-122.84041595
448,PNEL-8SRNSV,Amenida Seniors Community,13855 68 Ave,Surrey,Restaurant,49.12674713,-122.83893585
449,NDAA-A2KMBQ,Bolivar Heights Gas Bar,13916 Grosvenor Rd,Surrey,Restaurant,49.20368576,-122.83634949
450,NDAA-986SEL,Bear Creek Villa,8233 140 St,Surrey,Restaurant,49.15269089,-122.83494568
451,SDFO-8L8SZK,7-Eleven #34907,13993 Fraser Hwy,Surrey,Restaurant,49.17928314,-122.83482361
452,SWOD-A58ML4,Corporate Classics Caterers,14123 92 Ave,Surrey,Restaurant,49.17026901,-122.83100891
453,A018928    ,Chrysalis 22 Food Service,14122 113 Ave,Surrey,Restaurant,49.20750427,-122.83097839
454,JDSO-ADTMFH,Subway #50726,14370 64 Ave,Surrey,Restaurant,49.11891556,-122.82421875
455,PNEL-8RBQFL,Tasty Sandwich,14351 104 Ave,Surrey,Restaurant,49.19172668,-122.8241806
456,HCAR-BCNQ6T,Popeyes Louisiana Kitchen (Surrey),14380 64 Ave,Surrey,Restaurant,49.11891556,-122.82378387
457,GEDS-65FUQU,Parkland Food Market,8270 144 St,Surrey,Restaurant,49.1533699,-122.82312775
458,GEDS-6VRPUD,Tim Hortons #2956,14445 64 Ave,Surrey,Restaurant,49.11930466,-122.82268524
459,NDAA-9CDPEY,Punjabi Masihi Church,14488 72 Ave,Surrey,Restaurant,49.13354492,-122.82070923
460,A016828    ,South Surrey Ice Arena - Upper Concession,2199 148 St,Surrey,Restaurant,49.04156876,-122.81524658
461,GEDS-6CFT6B,Jolly Mac's,14815 108 Ave,Surrey,Restaurant,49.199439999999996,-122.81214142
462,NDAA-9ENQTN,Aji Sushi Family Kitchen,3268 King George Blvd,Surrey,Restaurant,49.06108856,-122.8120575
463,SWOD-AJ6RHL,Rosie's Country Cafe,3033 King George Blvd,Surrey,Restaurant,49.05684662,-122.80812836
464,SPLH-9KHS7E,Landmark Cinemas 12 Guildford Surrey - Pizza Pizza,15051 101 Ave,Surrey,Restaurant,49.18627167,-122.80501556
465,SPLH-9KHPNC,Landmark Cinemas 12 Guildford Surrey - Concession,15051 101 Ave,Surrey,Restaurant,49.18627167,-122.80501556
466,NDAA-9BGPR8,KFC #017-001,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
467,SHEN-A6LW3S,Carl's Jr. Restaurants,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
468,ACAK-9BEUV9,Bourbon Street Grill (Guildford),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
469,NDAA-9R8Q9Z,Starbucks Coffee #4473,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
470,HCAR-BQ8UGU,Dairy Queen/Orange Julius #27385,10355 152nd St,Surrey,Restaurant,49.19192586,-122.8042654
471,HCAR-BGMTVD,Mucho Burrito Fresh Mexican Grill (Panorama Village),15157 56 Ave,Surrey,Restaurant,49.10533142,-122.802742
472,HCAR-B9DNXR,Pho Guildford Restaurant,15138 100 Ave,Surrey,Restaurant,49.18397903,-122.80252838
473,SHEN-ABJTGL,Il Uk Jo Restaurant Ltd.,15188 Fraser Hwy,Surrey,Restaurant,49.16616058,-122.80203247
474,SHEN-BCSUAK,Browns Socialhouse (Guildford),15146 100 Ave,Surrey,Restaurant,49.18396759,-122.80224609
475,NDAA-9E4S4N,Browns Socialhouse Semiahmoo,1601 152 St,Surrey,Restaurant,49.03116989,-122.80130768
476,A019600    ,White Spot #633,1681 152 St,Surrey,Restaurant,49.03298187,-122.80167389
477,GEDS-65SNSU,Fortune Wok (Surrey),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
478,SYOG-5M562C,Tim Hortons #446,1767 152 St,Surrey,Restaurant,49.03378677,-122.80164337
479,ACAK-8XKTKS,IHOP #309,2429 152 St,Surrey,Restaurant,49.04616547,-122.80150604
480,PNEL-8R4MZJ,Golden Panda Restaurant,6355 152 St,Surrey,Restaurant,49.11819839,-122.80139923
481,ACAK-9CAMQN,Safeway #4920 - Starbucks Coffee,8860 152 St,Surrey,Restaurant,49.1637764,-122.80132294
482,A019020    ,Ricky's All Day Grill #2,8958 152 St,Surrey,Restaurant,49.16545105,-122.80114746
483,HCAR-B9MRTP,Subway #13302,10070 152 St,Surrey,Restaurant,49.18541336,-122.80059814
484,HCAR-ASNP97,Snowy Village (Surrey),10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
485,GEDS-68T2FB,Starbucks Coffee #4468,10174 152 St,Surrey,Restaurant,49.18723297,-122.80063629
486,SDFO-8JBLH9,Papa John's Pizza #009770 (Surrey),10320 152 St,Surrey,Restaurant,49.19010925,-122.80059814
487,A016904    ,Starbucks Coffee #194,1730 152 St,Surrey,Restaurant,49.0334053,-122.80092621
488,KHON-6RKPB6,COBS Bread (152nd St),2990 152 St,Surrey,Restaurant,49.05622864,-122.80089569
489,SWOD-ALRRB2,Rosemary Heights Seniors Village (Main Kitchen),15240 34 Ave,Surrey,Restaurant,49.06355667,-122.80059052
490,SHEN-AJUUR2,West Village Cafe,5620 152 St,Surrey,Restaurant,49.10489655,-122.80062866
491,GEDS-7VRLJL,Dairy Queen #27348,5630 152 St,Surrey,Restaurant,49.10523224,-122.80044556
492,GEDS-65FPRC,Kim Hoang Restaurant,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
493,NDAA-8QSTSA,Prairie Cafe,15280 Fraser Hwy,Surrey,Restaurant,49.16505051,-122.79917145
494,HCAR-AZVMLX,Cuatro Coffee,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
495,NDAA-9NVSPB,Little Tea House (Surrey),15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
496,GEDS-6UPMUE,Fresh Hair Concepts,15252 32 Ave,Surrey,Restaurant,49.06100845,-122.79846954
497,A018178    ,Church's Chicken #5621,15318 Fraser Hwy,Surrey,Restaurant,49.16467285,-122.79827881
