_id,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
1205,HCAR-BP6UHP,Freshii (152nd St),1767 152nd St,Surrey,Restaurant,49.03378679,-122.80164304
1206,SWOD-AFTRCP,McDonald's #8240,1789 152 St,Surrey,Restaurant,49.0341301,-122.8014679
1207,A018363    ,Guildford Golf & Country Club Lounge,7929 152 St,Surrey,Restaurant,49.14458466,-122.80138397
1208,A018364    ,Guildford Golf & Country Club Restaurant,7929 152 St,Surrey,Restaurant,49.14458466,-122.80138397
1209,ACAK-9CAMPV,Safeway #4920 - Deli,8860 152 St,Surrey,Restaurant,49.1637764,-122.80132294
1210,ACAK-8T9PGA,KFC #1818/Taco Bell,9056 152 St,Surrey,Restaurant,49.16740036,-122.80096436
1211,SHEN-AZMSSS,Steve's Poke Bar,9965 152 St,Surrey,Restaurant,49.18379211,-122.80126953
1212,A019861    ,Tasters Bakery,10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
1213,A018937    ,Jade Valley Restaurant,10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
1214,HCAR-B9RRK2,Sushi Tengoku,10194 152 St,Surrey,Restaurant,49.18767929,-122.80063629
1215,HCAR-BAHMN8,Mr. Tonkatsu,10320 152 St,Surrey,Restaurant,49.19010925,-122.80059814
1216,GEDS-6VQNPM,Baselines Pub,1938 152 St,Surrey,Restaurant,49.03725052,-122.80091858
1217,NDAA-A4NQ5T,Maguroguy Asian Cuisine,2670 152 St,Surrey,Restaurant,49.05026627,-122.80093384
1218,LCAL-7FFQXD,De Dutch Pannekoek House (Fraser Hwy),15235 Fraser Hwy,Surrey,Restaurant,49.16586304,-122.80028534
1219,GEDS-7HVQF2,Super Vege Pizza,15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
1220,A019703    ,T&T (Surrey) Bakery,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
1221,SWOD-9Z3M5P,Sashimi & Sushi Express,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
1222,HCAR-B7MRKA,Jin Soo Sung Chan Korean Restaurant,10312 152A St,Surrey,Restaurant,49.18971634,-122.79924774
1223,GEDS-66BRLC,Sheraton Vancouver Guildford Hotel - Fresh Lounge,15269 104 Ave,Surrey,Restaurant,49.19170761,-122.79884338
1224,GEDS-66BRNT,Sheraton Vancouver Guildford Hotel - Fresh Restaurant,15269 104 Ave,Surrey,Restaurant,49.19170761,-122.79884338
1225,GEDS-646TNK,Notti Biscotti,15252 32 Ave,Surrey,Restaurant,49.06100845,-122.79846954
1226,NDAA-9QJQ4J,Sources Women's Place,15318 20 Ave,Surrey,Restaurant,49.0381813,-122.79801941
1227,ACAK-9CAME9,Safeway #4914 - Deli,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
1228,SHEN-AGNMSP,Seniors Come Share Society Day Program for Adults,15355 102A Ave,Surrey,Restaurant,49.18894958,-122.79663849
1229,LCAL-6TFPM4,Tap Urban Cafe & Lounge,15350 34 Ave,Surrey,Restaurant,49.06361008,-122.79698944
1230,A019546    ,Surrey Canadian Baseball (Lionel Courchene Park),99 Ave & 154 St,Surrey,Restaurant,49.18255615,-122.79538727
1231,A016843    ,McDonald's #8434,15574 Fraser Hwy,Surrey,Restaurant,49.16195679,-122.79133606
1232,A019324    ,Ricky's Country Restaurant,2160 King George Blvd,Surrey,Restaurant,49.04140854,-122.78780365
1233,NDAA-9K2Q6R,Bamboo Restaurant,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
1234,A018410    ,Fleetwood Park Fastpitch Concession,15802 80 Ave,Surrey,Restaurant,49.14807892,-122.78314972
1235,GEDS-7N9MKV,The Palms Bistro,9008 158 St,Surrey,Restaurant,49.16662979,-122.78337096999999
1236,NDAA-93TW5R,Starbucks Coffee #18290,15850 26 Ave,Surrey,Restaurant,49.04901123,-122.78305054
1237,SHEN-AGKQRM,McDonald's #8957,2355 160 St,Surrey,Restaurant,49.04439163,-122.78143311
1238,SHEN-AKQNEW,Quizno's #674,15940 Fraser Hwy,Surrey,Restaurant,49.15704346,-122.78096771
1239,HCAR-AZXTPE,Freshii (Fleetwood),15940 Fraser Hwy,Surrey,Restaurant,49.15704346,-122.78096771
1240,SDFO-8EAUE3,Starbucks Coffee #4105,15941 Fraser Hwy,Surrey,Restaurant,49.15831757,-122.78059387
1241,HCAR-BQ9U6G,Delight Indian Bistro,2215 160th St,Surrey,Restaurant,49.0420561,-122.77977157
1242,GEDS-77ZUHF,Starbucks Coffee #4811,15976 108 Ave,Surrey,Restaurant,49.19859314,-122.77942657
1243,SHEN-9PQPQM,Pizza Pit,15989 108 Ave,Surrey,Restaurant,49.19895935,-122.77929688
1244,JDSO-ACANKX,Dad's Donair & Specialty Foods,15989 108 Ave,Surrey,Restaurant,49.19895935,-122.77929688
1245,HCAR-AWLS36,Don Asian Kitchen,2181 160 St,Surrey,Restaurant,49.0415802,-122.7795639
1246,SPLH-AZWSP7,Top In Town Pizza (Fraser Hwy),16016 Fraser Hwy,Surrey,Restaurant,49.15693283,-122.77828217
1247,HCAR-ATMPPQ,Freshii (24th Ave),16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
1248,NDAA-A6HSNT,Tim Hortons #1095,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
1249,HCAR-BP5QNJ,Chicago Pizza,16033 108th Ave,Surrey,Restaurant,49.1989669,-122.77775438
1250,GEDS-7RRUYU,Starbucks Coffee #4865,2453 161A St,Surrey,Restaurant,49.04708099,-122.77611542
1251,SPLH-9KJPHF,De Dutch #10,2433 161A St,Surrey,Restaurant,49.04668045,-122.77529907
1252,PLAE-7SQTAA,Five Corner Convenience,5989 168 St,Surrey,Restaurant,49.11117172,-122.75683594
1253,HCAR-BFBPNN,Boothroyd Heritage Coffee,16811 60 Ave,Surrey,Restaurant,49.11169815,-122.75632477
1254,SWOD-9YWMPT,Surrey Golf Club Bar,7700 168 St,Surrey,Restaurant,49.14223862,-122.75631714
1255,GEDS-6R5QMX,Fraser Glen Pizza,16814 104 Ave,Surrey,Restaurant,49.19147491,-122.75605011
1256,SWOD-AN6QEV,Lighthouse Fresh and Tasty (Hwy 10),17433 Hwy 10,Surrey,Restaurant,49.1043698,-122.74012182
1257,GEDS-7NQ2E6,Bethshan Gardens,17528 59 Ave,Surrey,Restaurant,49.10942841,-122.73727417
1258,SHEN-9T8MWG,The Rustic Rooster,5723 176 St,Surrey,Restaurant,49.10638809,-122.73519135
1259,SHEN-9Z5V5E,Chaba Thai Restaurant,5723 176 St,Surrey,Restaurant,49.10638809,-122.73519135
1260,A016586    ,Cloverdale Ice Arena,6090 176 St,Surrey,Restaurant,49.11322403,-122.73436737
1261,GEDS-6VYU4Q,Subway #33525,17755 64 Ave,Surrey,Restaurant,49.1189537,-122.73146057
1262,PGOO-68KPB5,Mirage Banquet Hall,17767 64 Ave,Surrey,Restaurant,49.11898422,-122.73023987
1263,ACAK-96MQ7L,Elements Casino - Main Kitchen,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
1264,ACAK-96MPZY,Elements Casino - Diamond Buffet,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
1265,NDAA-9FJTXM,Pacific Community Church,5337 180 St,Surrey,Restaurant,49.0997963,-122.72419739
1266,HCAR-BCSPHK,The Lunch Lady (Surrey),18651 52 Ave,Surrey,Restaurant,49.09727478,-122.70622253
1267,GEDS-7MKUBS,Save On Foods #2263 - Deli,18710 Fraser Hwy,Surrey,Restaurant,49.1242218,-122.70339203
1268,SHEN-A7PRKW,The Clayton Public House,5640 188 St,Surrey,Restaurant,49.10544968,-122.70131683
1269,SHEN-AP5QBH,Denji Japanese Restaurant,6820 188 St,Surrey,Restaurant,49.12660599,-122.70143127
1270,HCAR-AZYNBW,Home Slice Pizza,7170 188 St,Surrey,Restaurant,49.13292313,-122.70134735
1271,SDFO-87ZM4C,Subway #47192,2725 192 St,Surrey,Restaurant,49.05220032,-122.69181824
1272,NDAA-9L2T78,7-Eleven #36022H,19188 72 Ave,Surrey,Restaurant,49.13346481,-122.6915741
1273,HCAR-BRDPWS,Snack Stop Convenience Store,9613 192nd St,Surrey,Restaurant,49.17736128,-122.69071803
1274,HCAR-BJKMZZ,Sugar Free IQ,9613 192 St,Surrey,Restaurant,49.17736053,-122.6907196
1275,GEDS-76LVCK,Ricky's Country Restaurant - Cloverdale,19219 56 Ave,Surrey,Restaurant,49.10427856,-122.69015503
1276,NDAA-9A6NSR,Tastefully Yours By Jeff,19329 Enterprise Way,Surrey,Restaurant,49.10834503,-122.68784332
1277,SDFO-8ACT64,Mercy Ministries - Residential Care Service,19465 16 Ave,Surrey,Restaurant,49.03128433,-122.68419647
1278,NDAA-9C6M25,Pho 99,19533 Fraser Hwy,Surrey,Restaurant,49.11505508,-122.68180846999999
1279,NDAA-9EWU8F,Chili House Restaurant,19571 Fraser Hwy,Surrey,Restaurant,49.11450577,-122.68063354
1280,GEDS-65VQV3,Green Lettuce Restaurant,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
1281,SPLH-9KKRYF,GNJ Vegetarian Bistro,7310 120 St,Surrey,Restaurant,49.13578796,-122.89000702
1282,SWOD-APSPEM,Just Cakes Bakeshop,7548 120 St,Surrey,Restaurant,49.13980865,-122.89000702
1283,SHEN-ABJT3T,Ultimate Banquet Hall Ltd.,8072 120 St,Surrey,Restaurant,49.14987946,-122.8900528
1284,A013656    ,Church's Chicken #3630,8434 120 St,Surrey,Restaurant,49.15658951,-122.89008331
1285,HPAR-AE2Q87,7-Eleven Store # 37868,6422 120 St,Surrey,Restaurant,49.11967468,-122.88996124
1286,SWOD-A5GVJT,Spice 72 Indian Restaurant & Lounge,12025 72 Ave,Surrey,Restaurant,49.1342659,-122.88969421
1287,NDAA-93RQHM,Subway #55832,9538 120 St,Surrey,Restaurant,49.17636108,-122.88985443
1288,SPLH-9LFRR7,Subway #61612,7350 120 St,Surrey,Restaurant,49.13641357,-122.88850403000001
1289,SDFO-8C524N,Bread Garden Catering,12117 86 Ave,Surrey,Restaurant,49.15976715,-122.88712311
1290,SHEN-AKHSUG,Boston Pizza #18 - Nordel Way,12060 Nordel Way,Surrey,Restaurant,49.16171646,-122.88780212
1291,A017349    ,A&W #0339,12133 72 Ave,Surrey,Restaurant,49.13426971,-122.88670349
1292,A018397    ,Tim Hortons #2172,12169 72 Ave,Surrey,Restaurant,49.13422012,-122.88586426
1293,A016961    ,LA Matheson Secondary School,9484 122 St,Surrey,Restaurant,49.17529297,-122.88439941
1294,HCAR-BDSNEP,Crescent Coffee House,12219 Beecher St,Surrey,Restaurant,49.05263138,-122.88327026
1295,SPLH-A9UTKA,Crescent Harbour House Restaurant,12233 Beecher St,Surrey,Restaurant,49.05270004,-122.88304901
1296,A017534    ,Crescent Beach Bistro,12251 Beecher St,Surrey,Restaurant,49.05282974,-122.88240051
1297,MARO-B36VDN,Toor Sweets Ltd,12736 80 Ave,Surrey,Restaurant,49.14802933,-122.86972046
1298,SDFO-8GPUJX,Top in Town Pizza,12788 76A Ave,Surrey,Restaurant,49.14218903,-122.86856079
1299,GEDS-7NXTJY,Piquant Gourmet Foods,1627 128 St,Surrey,Restaurant,49.03172302,-122.86773682
1300,ACAK-962S88,Beast & Brine Local Provisions,12823 Crescent Rd,Surrey,Restaurant,49.0532074,-122.86698151
1301,GEDS-7HXQ8S,Esquires Coffee House (Crescent Rd),12823 Crescent Rd,Surrey,Restaurant,49.0532074,-122.86698151
1302,DMIL-92PTGQ,Dhaliwal Bakery,12824 Anvil Way,Surrey,Restaurant,49.14451599,-122.86726379
1303,GEDS-6PNPVF,Garcha Bros Meat Shop,8166 128 St,Surrey,Restaurant,49.15130615,-122.86739349
1304,SHEN-ABUP3P,The Samosa House,12837 88 Ave,Surrey,Restaurant,49.16276169,-122.8671875
1305,NDAA-A9KQFU,Fraserview Meats,12837 88 Ave,Surrey,Restaurant,49.16276169,-122.8671875
1306,GEDS-7D4VHM,Starbucks Coffee #4715,12830 96 Ave,Surrey,Restaurant,49.17696762,-122.86709595
1307,ACAK-9CANVB,Safeway #4939 - Deli,12825 16 Ave,Surrey,Restaurant,49.03149033,-122.86670685
1308,DMIL-8L2MUQ,Manohar Vegetarian Bakery,8120 128 St,Surrey,Restaurant,49.1493988,-122.86605072
1309,MARO-B39S2C,Ocean Park Donair,12867 16 Ave,Surrey,Restaurant,49.03150177,-122.86575317
1310,HCAR-BG7PJE,King Sushi (16th Ave),12883 16 Ave,Surrey,Restaurant,49.03144073,-122.86542511
1311,GEDS-7SQSSS,Aggarwal Sweets,8158 128 St,Surrey,Restaurant,49.15125275,-122.86511993
1312,HCAR-BJHQQ6,Golden Samosa Bakery (130th St),8342 130 St,Surrey,Restaurant,49.15395355,-122.86205292
1313,HCAR-BG7QFL,Circle K #11094,13192 104 Ave,Surrey,Restaurant,49.19151306,-122.85697937
1314,NDAA-9NYPDW,Gabrielle Roy School Kitchen,6887 132 St,Surrey,Restaurant,49.12838745,-122.85691071
1315,GEDS-7UENZQ,New Greenwood Lodge,13227 96 Ave,Surrey,Restaurant,49.17726898,-122.85604095
1316,JDSO-ACFM44,Waves Coffee House,10777 University Dr,Surrey,Restaurant,49.19836044,-122.85109711
1317,NDAA-92UNDS,Old Surrey Restaurant,13483 72 Ave,Surrey,Restaurant,49.13375473,-122.84889221
1318,HCAR-BEYQ33,Take Five Cafe,13450 104 Ave,Surrey,Restaurant,49.19146347,-122.84889984
1319,SPLH-ASQPDH,Uncle Fatih's Pizza (City Parkway),10277 City Pky,Surrey,Restaurant,49.18955231,-122.84788513
1320,HCAR-BLYR5W,Bubba Tea Famous Tea & Waffles,10305 City Pky,Surrey,Restaurant,49.190513609999996,-122.84786987
1321,HCAR-B6J22M,Nickerson Place (Site #2),13550 105 Ave,Surrey,Restaurant,49.19296265,-122.84676361
1322,SHEN-9PXNWT,Knight & Day,9677 King George Blvd,Surrey,Restaurant,49.17836761,-122.84606171
1323,SHEN-ABRQQJ,Mucho Burrito (Fresh Mexican Restaurant),9666 King George Blvd,Surrey,Restaurant,49.17871857,-122.84526062
1324,SHEN-9SSQ4C,Surrey Taxation Centre Cafe #63309,9755 King George Blvd,Surrey,Restaurant,49.17954254,-122.84592438
1325,GEDS-6NLQG9,T&T Supermarket #13 - Bakery,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
1326,GEDS-6R5QAM,Maxim's Bakery (Surrey),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
1327,SDFO-8GGQ3X,Thai Express (Central City),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
1328,ACAK-9CALHP,Safeway #4900 - Snack Bar & Deli,10355 King George Blvd,Surrey,Restaurant,49.1907196,-122.84580231
1329,A020239    ,Pizza Factory (Surrey 2),6838 King George Blvd,Surrey,Restaurant,49.12667084,-122.84512329
1330,NDAA-A9ZQH8,Denny's Restaurant #9300,6850 King George Blvd,Surrey,Restaurant,49.12727737,-122.84516907
1331,HCAR-BJZMJK,The Greek Corner Mediterranean Grill,7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
1332,SHEN-B32QAM,Indian Haveli Restaurant Ltd,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
1333,PNEL-8SUUNC,Bento Nouveau (RCSS #1521),7550 King George Blvd,Surrey,Restaurant,49.1396637,-122.84526062
1334,A019543    ,Save On Foods #2207 - Deli,10312 King George Blvd,Surrey,Restaurant,49.18972778,-122.84488678
1335,HCAR-BGSN53,Sushi King George,10344 King George Blvd,Surrey,Restaurant,49.19041443,-122.84506989
1336,HCAR-B6KNMH,Non Stop Pizza and Indian Cuisine,10470 King George Blvd,Surrey,Restaurant,49.1928978,-122.84505463
1337,NDAA-8R8UMV,Fiji Canada Association,13629 108 Ave,Surrey,Restaurant,49.19896698,-122.84436035
1338,HCAR-BLAMY6,Guacamole Mexican Grill,13646 Grosvenor Rd,Surrey,Restaurant,49.19962692,-122.84402466
1339,SHEN-9ZSST8,Bear Creek Park Concession,13750 88 Ave,Surrey,Restaurant,49.1621666,-122.84241486
1340,SPLH-9SZQ3M,Second Cup - Store #9686,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
1341,PNEL-8RYR39,Kinsmen Lodge,9650 137A St,Surrey,Restaurant,49.17773056,-122.84179688
1342,GEDS-6TSPYU,Domino's Pizza #10027,10346 Whalley Blvd,Surrey,Restaurant,49.19068527,-122.84170532
1343,SHEN-AZMNFV,Kim's Deli,13740 104 Ave,Surrey,Restaurant,49.19140625,-122.84137726
1344,GEDS-6MQ252,Shakerz Show Lounge,10458 Whalley Blvd,Surrey,Restaurant,49.19268799,-122.84191895
1345,A018188    ,Newton Seniors Centre,13775 70 Ave,Surrey,Restaurant,49.13016129,-122.84092712
1346,NDAA-9C3S2J,Aomori Sushi Japanese Restaurant,13767 72 Ave,Surrey,Restaurant,49.13376236,-122.83986664
1347,GEDS-6ZNPG3,Canadian 2 For 1 Pizza (72nd Ave),13791 72 Ave,Surrey,Restaurant,49.13426971,-122.83905792
1348,KSMH-ASUUGL,La D'Amico Pizza,13916 Grosvenor Rd,Surrey,Restaurant,49.20368576,-122.83634949
1349,SYOG-5M553H,Frank Hurt Secondary School Cafeteria,13940 77 Ave,Surrey,Restaurant,49.14255905,-122.83591461
1350,SYOG-5M55MH,Nico-Wynd Estates & Golf Course Grill,Wynd Dr,Surrey,Restaurant,49.06821974,-122.83470762
1351,HCAR-AW6REQ,Sweets 64,14330 64 Ave,Surrey,Restaurant,49.1185112,-122.8252182
1352,SPLH-AS8TEH,Freshslice Pizza (104th Ave),14357 104 Ave,Surrey,Restaurant,49.1917305,-122.82376862
1353,HCAR-BEFQCT,Roundtable Pizza,14377 64 Ave,Surrey,Restaurant,49.11928177,-122.82376862
1354,A016534    ,Guildford Park Secondary School Cafeteria,10707 146 St,Surrey,Restaurant,49.19694901,-122.81782532
1355,NDAA-94FQEJ,Awahsuk Aboriginal Head Start Association of BC,14589 108 Ave,Surrey,Restaurant,49.19891739,-122.81762695
1356,HCAR-BUMN7X,Royal Choice Food,14779 108th Ave,Surrey,Restaurant,49.19888905,-122.8132608
1357,GEDS-7WNLD2,A1 Coffee & Donuts,14795 108 Ave,Surrey,Restaurant,49.19888306,-122.81272888
1358,HCAR-B7MP49,Freshlo Pizza,3268 King George Blvd,Surrey,Restaurant,49.06108856,-122.8120575
1359,SHEN-9PQSQD,Buy-Low Foods #080072 - Bakery/Deli,14865 108 Ave,Surrey,Restaurant,49.19944382,-122.80950928
1360,SPLH-98MP89,K Pop Karaoke Restaurant,14914 104 Ave,Surrey,Restaurant,49.19133759,-122.80834961
1361,ACAK-8VHRZ5,Healthy Monkey Cafe,2970 King George Blvd,Surrey,Restaurant,49.05621719,-122.80586243
1362,HCAR-B6VNUX,Menz Noodle House,2940 King George Blvd,Surrey,Restaurant,49.055580140000004,-122.80545807
1363,ACAK-9BETE2,Sweet Factory (Surrey),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1364,SHEN-9ZGSYW,Cupcakes (Surrey),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1365,HCAR-B6PRJZ,Jugo Juice (Guildford),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1366,NDAA-9BHSZE,Dairy Queen Treat Centre Guildford,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1367,HCAR-BEUQ9M,Hula Poke at Guildford Town Centre,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
1368,SYOG-5M546R,Peace Portal Alliance Church - Commercial Kitchen,15128 27B Ave,Surrey,Restaurant,49.05269623,-122.80344391
1369,A019791    ,Save On Foods #903 - Deli,3033 152 St,Surrey,Restaurant,49.05707169,-122.80208588
1370,HCAR-AUFSB5,Little Caesars Pizza #4889-0001,3041 152 St,Surrey,Restaurant,49.05731964,-122.80208588
1371,NDAA-A4NNJN,Boiling Point,15146 100 Ave,Surrey,Restaurant,49.18396759,-122.80224609
1372,ACAK-9AJQYX,Nando's Chicken (Guildford),15190 101 Ave,Surrey,Restaurant,49.18595886,-122.80167389
1373,A019658    ,Purdy's Chocolates (South Surrey),1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
1374,A017301    ,A&W #0180,1711 152 St,Surrey,Restaurant,49.03311539,-122.80166626
1375,HCAR-B9MRLV,COBS Bread #9066,5717 152 St,Surrey,Restaurant,49.10654449,-122.80143738
1376,HCAR-B8Y2BQ,Freshii - Panorama,5717 152 St,Surrey,Restaurant,49.10654449,-122.80143738
1377,HCAR-BGKPMK,Fraserview Meats,8926 152 St,Surrey,Restaurant,49.16508484,-122.80078125
1378,HCAR-B97QHH,Soboya Sushi Japanese Restaurant,8952 152 St,Surrey,Restaurant,49.16530609,-122.80078125
1379,HCAR-ASNTAD,Swagat Indian Sweets and Restaurant,9547 152 St,Surrey,Restaurant,49.17590332,-122.80128479
1380,A019953    ,D-Plus Pizza (152nd Ave),9547 152 St,Surrey,Restaurant,49.17590332,-122.80128479
1381,SHEN-A2CTME,7-Eleven (Canada Store #37206H),9989 152 St,Surrey,Restaurant,49.18392944,-122.80124664
1382,SHEN-AP8QHC,Bubble Waffle Cafe (Surrey),10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
1383,GEDS-6HLTS7,Tim Hortons #2816,10376 152 St,Surrey,Restaurant,49.19106674,-122.80052185
1384,HPAR-AFGPRP,7-Eleven (Canada Store #37866H),10376 152 St,Surrey,Restaurant,49.19106674,-122.80052185
1385,GEDS-797Q8J,Happy Jacks Cafe,10470 152 St,Surrey,Restaurant,49.19270706,-122.80054474
1386,SDFO-8EUQ7N,Sawbuck's Pub,1626 152 St,Surrey,Restaurant,49.03165054,-122.80089569
1387,HCAR-BKDP6G,Provoke Cafe,1688 152 St,Surrey,Restaurant,49.03243637,-122.80089569
1388,A020412    ,Sandcastle Bowl Bar & Grill,1938 152 St,Surrey,Restaurant,49.03725052,-122.80091858
1389,A016601    ,Boston Pizza #62,1956 152 St,Surrey,Restaurant,49.03760147,-122.80095673
1390,HCAR-BP7U6H,Kesari Sweets and Eats,1990 152nd St,Surrey,Restaurant,49.03807582,-122.80051906
1391,GEDS-6LJUGF,Peninsula Resort Retirement Food Service,2088 152 St,Surrey,Restaurant,49.03966904,-122.80095673
1392,HCAR-BCLQZF,Punje Spice Restaurant,2828 152 St,Surrey,Restaurant,49.0532608,-122.80090332
1393,HCAR-BMRMBK,Chopstick Corner,2982 152nd St,Surrey,Restaurant,49.05569682,-122.80090882
1394,GEDS-7GZU35,YL's Curry Bowl,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
1395,SHEN-9YTPMB,Chan's Kitchen,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
1396,HCAR-BAERRU,T&T Supermarket (Surrey) Deli/Kitchen Dept.,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
1397,SHEN-BBWSVV,Barcelos - Impact Plaza,15280 101 Ave,Surrey,Restaurant,49.18597412,-122.79860687
1398,SPLH-9P2P7K,Lee Gar Nei K-Food,15280 101 Ave,Surrey,Restaurant,49.18597412,-122.79860687
1399,SPLH-A9UT9Z,Sushi California (Surrey),10320 152A St,Surrey,Restaurant,49.18995285,-122.79924011
1400,SHEN-APFPTJ,Everbean,15331 16 Ave,Surrey,Restaurant,49.03132629,-122.79862213
1401,SHEN-9ZWTDU,Pasta Vino Trattoria & Bar,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
1402,HCAR-B6HSJ7,Caveman Pizza,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
1403,NDAA-AC7QX3,Rothewood Academy South Surrey - Food Service,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
1404,NDAA-9AZT2Q,Pacifica Retirement Residence,2525 King George Blvd,Surrey,Restaurant,49.04777908,-122.79766083
1405,HCAR-BH8PSG,"Pure Indian Sweets, Snacks & Catering",15336 67th Ave,Surrey,Restaurant,49.1242363,-122.79764549
1406,SHEN-9QASZ2,The Taphouse,15330 102A Ave,Surrey,Restaurant,49.18861389,-122.79749298
1407,SDFO-8MYUSB,FUEL Catering,2570 King George Blvd,Surrey,Restaurant,49.04892349,-122.79711151
1408,HCAR-BCUPMH,Hangry Health Bar,15380 102A Ave,Surrey,Restaurant,49.18859482,-122.79624939
1409,A019251    ,Panago #32,15420 Fraser Hwy,Surrey,Restaurant,49.16358948,-122.79556274
1410,GEDS-65VSG5,Guildford Family Place,10310 154 St,Surrey,Restaurant,49.18936539,-122.79504395
1411,GEDS-66CSJH,Sunnyside Park Concession,15455 26 Ave,Surrey,Restaurant,49.04941177,-122.79443359
1412,A018381    ,Tim Hortons #1377,2360 King George Blvd,Surrey,Restaurant,49.04510117,-122.79246521
1413,LCAL-6TFNHK,Subway #34848,2255 King George Blvd,Surrey,Restaurant,49.0429306,-122.79076385
1414,SODN-66TNK5,Morgan Place Food Service,3288 156A St,Surrey,Restaurant,49.06136703,-122.78994751
1415,NDAA-A9PNQA,Kids & Company Morgan Crossing South Surrey,15715 Croydon Dr,Surrey,Restaurant,49.0482254,-122.787117
1416,SPLH-9N6RN7,Chopped Leaf,15775 Croydon Dr,Surrey,Restaurant,49.04768753,-122.78492737
1417,GEDS-6G2STZ,Elim Village - The Emerald Food Service,9080 158 St,Surrey,Restaurant,49.16792297,-122.78434753
1418,SWOD-9YXP6Z,Davids Tea (Morgan Crossing),15755 Croydon Dr,Surrey,Restaurant,49.04581451,-122.7829361
1419,A020245    ,Morgan Creek Golf Course - Kitchen,3500 Morgan Creek Way,Surrey,Restaurant,49.06494904,-122.78195953
1420,SHEN-AAKQEF,Boston Pizza #59,15980 Fraser Hwy,Surrey,Restaurant,49.15829468,-122.78191376
1421,SDFO-8GDM7A,Jerusalem Grill,15933 Fraser Hwy,Surrey,Restaurant,49.15909576,-122.78079224
1422,SDFO-8ESVZE,D-Plus Pizza (Fraser Hwy),15933 Fraser Hwy,Surrey,Restaurant,49.15909576,-122.78079224
1423,SWOD-AQHT2B,Thali Sweets and Restaurant,15932 96 Ave,Surrey,Restaurant,49.17674637,-122.78082275
1424,GEDS-65BNJH,Celebration & Rainbow Manor Food Service,10130 159A St,Surrey,Restaurant,49.18640518,-122.77991486
1425,SWOD-A53NQT,Red Shiso Japanese Restaurant,10833 160 St,Surrey,Restaurant,49.19945908,-122.77890778
1426,HCAR-AZ3U3W,Browns Socialhouse (Grandview),16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
1427,SODN-672P3Z,Nesters Market Deli & Bakery,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
1428,SWOD-AHPVGB,Spinhouse Cycling Studio,16041 24 Ave,Surrey,Restaurant,49.0463028,-122.77770233
1429,SHEN-AZUN3H,Blaze Pizza,2433 161A St,Surrey,Restaurant,49.04668045,-122.77529907
1430,SWOD-9YMUZR,Jugo Juice (Grandview Corners),2443 161A St,Surrey,Restaurant,49.04699326,-122.77529907
1431,GEDS-6GTRF5,Tim Hortons #2783,8215 166 St,Surrey,Restaurant,49.15143204,-122.76197052
1432,A018365    ,Northview Golf & Country Club (Ridge Kiosk),6857 168 St,Surrey,Restaurant,49.12596512,-122.75822449
1433,A018235    ,Northview Golf & Country Club (Palmer Dining Room),6857 168 St,Surrey,Restaurant,49.12596512,-122.75822449
1434,NDAA-ALUPSA,Short & Sweet Patisserie and Bakery,16793 60 Ave,Surrey,Restaurant,49.11167526,-122.75748444
1435,SWOD-9Z3MVN,Pizza Avenue,16780 64 Ave,Surrey,Restaurant,49.11868668,-122.75753784
